id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
21,,80000000,"['Adventure', 'Family', 'Science Fiction']",,tt0120738,en,Lost in Space,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",12.000579,/kkBDPkUnYwAkWbYY2bnyf5ANObA.jpg,"['New Line Cinema', 'Irwin Allen Productions', 'Prelude Pictures', 'Saltire Entertainment']",['United States of America'],4/3/1998,130.0,['English'],Released,"Danger, Will Robinson!",Lost in Space,"['time travel', 'sabotage', 'deep space explorer']","['Gary Oldman', 'William Hurt', 'Matt LeBlanc']",['Stephen Hopkins'],136159423,10.819,5.2,584.0,0,1998,4,3,4,3,deep space explorer sabotage time travel,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,"[{'id': 9735, 'name': 'Friday the 13th Collection', 'poster_path': '/uobgqpLQff9WvxGKE2OSvXv1RHm.jpg', 'backdrop_path': '/c7pMKwv5NzIN6N3KM4L8fYMTtPw.jpg'}]",4000000,"['Horror', 'Thriller']",,tt0083972,en,Friday the 13th Part III,"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason who stalks them at every turn.",7.99229,/5wg2NZyIhcMbIBAahBODXHyJ54S.jpg,"['Paramount Pictures', 'Jason Productions']",['United States of America'],8/13/1982,95.0,['English'],Released,There's nowhere to hide. We dare you to try.,Friday the 13th Part III,"['lake', 'summer camp', 'murder', 'serial killer', 'slasher', 'summer', 'jason voorhees', 'one by one', 'friday the thirteenth']","['Dana Kimmell', 'Paul Kratka', 'Tracie Savage']",['Steve Miner'],36690067,9.533,5.7,480.0,1,1982,8,13,4,9,friday the thirteenth jason voorhees lake murder one by one serial killer slasher summer summer camp,0,0,0,1,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,"[{'id': 207621, 'name': 'V/H/S Collection', 'poster_path': '/esfk62fcqTWqB90dAHaVMbDWmbM.jpg', 'backdrop_path': '/wSdVm0uxEvYlwMxOAhipUUzey4w.jpg'}]",0,"['Thriller', 'Horror']",http://www.magnetreleasing.com/vhs/,tt2105044,en,V/H/S,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",7.820786999999999,/yo49x6Jhr1ecCjy1ByFqwAbtARJ.jpg,"['The Collective', 'Bloody Disgusting', '8383 Productions']",['United States of America'],7/28/2012,116.0,['English'],Released,This collection is killer.,V/H/S,"['webcam', 'anthology', 'vhs', 'burglary', 'split screen', 'found footage', 'mumblecore', 'ghost child', 'boxer shorts', 'vcr', 'halloween mask', 'mumblegore', 'horror anthology']","['Calvin Lee Reeder', 'Lane Hughes', 'Adam Wingard']","['Joe Swanberg', 'Matt Bettinelli-Olpin', 'Glenn McQuaid', 'Ti West', 'Adam Wingard', 'David Bruckner', 'Tyler Gillett', 'Justin Martinez', 'Chad Villella', 'Radio Silence']",100345,6.947,5.8,577.0,1,2012,7,28,5,13,anthology boxer shorts burglary found footage ghost child halloween mask horror anthology mumblecore mumblegore split screen vcr vhs webcam,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,,0,"['Thriller', 'Mystery', 'Foreign']",http://insightthemovie.com/,tt1687277,en,InSight,"Kaitlyn, an ER nurse who is tending to a young stabbing victim, is accidentally electrocuted by the defibrillator that is used in an effort to save the woman's life. Almost immediately Kaitlyn starts to experience the victim's memories. She turns to family, friends, and the police, but no one takes her seriously. She decides that she must take it upon herself to try to solve the crime - or risk the terrifying visions ending in her own sanity being at stake. Ultimately Kaitlyn teams up with the detective on the case and weaves her way through the victim's past - to discover not only the brutal truth, but also some very unexpected lessons about life, love, sorrow and forgiveness along the way. (official website)",1.323333,/7oJksA5Bi7UdrVZhudIg6GaHpRz.jpg,"['\xa0Braeburn Entertainment', '\xa0Check Entertainment', 'G.C. Pix\xa0']",['United States of America'],9/2/2011,92.0,['English'],Released,Fear what you see,InSight,[],"['Max Perlich', 'Lesley-Ann Brandt', 'Matt Knudsen']",['Richard Gabai'],17011,2.04,5.0,15.0,0,2011,9,2,4,0,,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25,,0,"['Horror', 'Comedy']",http://www.blacksheep-themovie.com/,tt0779982,en,Black Sheep,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines in this rural horror comedy directed by Jonathan King and featuring special effects designed by Weta Workshop.,7.434577,/8YoL8WSHv7UKTq7iziI7SrRmdql.jpg,"['New Zealand Film Commission', 'Live Stock Films']",['New Zealand'],9/9/2006,87.0,"['English', 'Français', 'Italiano']",Released,"There are over 40 million sheep in New Zealand, and they're pissed off!",Black Sheep,"['new zealand', 'sheep', 'animal horror']","['Nathan Meister', 'Peter Feeney', 'Danielle Mason']",['Jonathan King'],4947717,5.031000000000001,5.7,298.0,0,2006,9,9,5,3,animal horror new zealand sheep,0,0,0,0,0,0,0,0,0,0,3,English Français Italiano,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,,0,"['Comedy', 'Horror', 'Mystery', 'Thriller']",,tt0104139,en,Dr. Giggles,"In 1957, Evan Rendell flees after his father is lynched for killing multiple patients in his effort to find a replacement heart for his ailing wife. After 35 years, Evan escapes from a mental institution and returns to town for revenge, killing off residents one by one. When Jennifer and her friends break into the Rendell house out of morbid curiosity, Evan notices Jennifer has a heart condition similar to his mother and decides to make her his final victim.",1.252367,/5JDLNXWiSCVRLur0oziJk6q5VVk.jpg,"['Universal Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'JVC Entertainment Networks']","['Japan', 'United States of America']",10/23/1992,95.0,['English'],Released,The Doctor is out... of his mind.,Dr. Giggles,[],"['Larry Drake', 'Holly Marie Combs', 'Cliff DeYoung']",['Manny Coto'],8403433,3.4339999999999997,5.4,50.0,0,1992,10,23,4,0,,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,,10000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",,tt0120176,en,The Spanish Prisoner,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,4.305734999999999,/cwkWlWfFrvH6WW6ovX5gfGHo7ks.jpg,"['Jean Doumanian Productions', 'Sweetland Films', 'Magnolia Films', 'Jasmine Productions Inc.']",['United States of America'],9/8/1997,110.0,['English'],Released,It's the oldest con in the book.,The Spanish Prisoner,"['dialogue', 'confidence', 'invention', 'independent film']","['Steve Martin', 'Campbell Scott', 'Ben Gazzara']",['David Mamet'],13835130,6.732,7.1,110.0,0,1997,9,8,0,4,confidence dialogue independent film invention,0,1,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28,,11000000,"['Drama', 'Comedy', 'Romance']",,tt1486834,en,What If,"Wallace, a medical school dropout, has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold.  It is then that he meets Chantry, an animator who lives with her long term boyfriend Ben.  Wallace and Chantry form an instant connection, striking up a close friendship. But there is no denying the chemistry between them, leading the pair to wonder:  what if the love of your life is actually your best friend?",10.841891,/g5vPBCJbBX36oikg68brcl7PU5a.jpg,"['Fastnet Films', 'Caramel Film', 'No Trace Camping']","['Canada', 'Ireland']",9/7/2013,93.0,['English'],Released,...being friends has its benefits?,What If,"['male female relationship', 'best friend', 'falling in love']","['Daniel Radcliffe', 'Zoe Kazan', 'Rafe Spall']",['Michael Dowse'],7847000,9.716000000000001,6.7,1095.0,0,2013,9,7,5,3,best friend falling in love male female relationship,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,6000000,['Animation'],,tt0092106,en,The Transformers: The Movie,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",6.759181,/yGuQ2lz41EgjbnPeimXR9klTOoq.jpg,"['De Laurentiis Entertainment Group (DEG)', 'Marvel Productions', 'Hasbro', 'Sunbow Productions']",['United States of America'],8/8/1986,84.0,"['English', '日本語']",Released,Beyond good. Beyond evil. Beyond your wildest imagination.,The Transformers: The Movie,"['toy', 'transformation', 'based on toy', 'transformers', 'robots', 'intergalactic war']","['Judd Nelson', 'Peter Cullen', 'Frank Welker']",['Nelson Shin'],5849647,8.685,7.0,192.0,0,1986,8,8,4,6,based on toy intergalactic war robots toy transformation transformers,0,0,0,0,0,0,0,0,0,0,2,English 日本語,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,45000000,"['Action', 'Adventure', 'Crime', 'Thriller']",,tt0264472,en,Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",7.81862,/dCTVH1kl3aIkUmWpMT5STLAwsPs.jpg,['Paramount Pictures'],['United States of America'],4/7/2002,89.0,['English'],Released,"An ambitious lawyer, a desperate father, they had no reason to meet, until today,",Changing Lanes,"['new york', 'custody battle', 'suspense', 'lawyer']","['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton']",['Roger Michell'],94935764,8.175,6.1,466.0,0,2002,4,7,6,4,custody battle lawyer new york suspense,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31,,13000000,"['Drama', 'Comedy']",,tt1675434,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,16.086919,/4mFsNQwbD0F237Tx7gAPotd0nbJ.jpg,"['Gaumont', 'TF1 Films Production', 'Canal+', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1']",['France'],11/2/2011,112.0,"['English', 'Français']",Released,Sometimes you have to reach into someone else's world to find out what's missing in your own.,The Intouchables,"['male friendship', 'masseuse', 'friendship', 'aristocrat', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger']","['Fran√ßois Cluzet', 'Omar Sy', 'Audrey Fleurot']","['Eric Toledano', 'Olivier Nakache']",426480871,18.026,8.2,9202.0,0,2011,11,2,2,7,aristocrat duringcreditsstinger friendship interracial friendship male friendship masseuse unlikely friendship,0,0,1,0,0,0,0,0,0,0,2,English Français,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,0,"['Mystery', 'Drama', 'Thriller']",http://www.cache-derfilm.at,tt0387898,fr,Caché,A married couple is terrorized by a series of videotapes planted on their front porch.,5.69586,/i1Zl8S4DgM3IDLW5dhZzBnIdCOe.jpg,"['Les Films du Losange', 'Wega Film', 'BIM Distribuzione', 'Centre National de la Cinématographie', 'Filmstiftung Nordrhein-Westfalen', 'France 3 Cinéma', 'Eurimages', 'Bavaria Film', 'Canal+', 'Studio Canal', 'Arte France Cinéma', 'Westdeutscher Rundfunk (WDR)', 'Filmfonds Wien', 'ORF Film/Fernseh-Abkommen', 'Österreichisches Filminstitut']","['Austria', 'France', 'Germany', 'Italy', 'United States of America']",5/2/2005,117.0,['Français'],Released,,Caché,"['paris', 'upper class', 'puberty', 'anonymous letter', 'suppressed past', 'massacre on french algerians 1961', 'confidence', 'moderator', 'camcorder', 'menace', 'lie', 'algerian', 'videoband', 'intellectual', 'conscience']","['Daniel Auteuil', 'Juliette Binoche', 'Annie Girardot']",['Michael Haneke'],36000000,7.507999999999999,7.1,394.0,0,2005,5,2,0,15,algerian anonymous letter camcorder confidence conscience intellectual lie massacre on french algerians 1961 menace moderator paris puberty suppressed past upper class videoband,0,0,0,0,0,0,0,0,0,0,1,Français,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,,90000000,"['Fantasy', 'Action', 'Adventure']",http://www.thelastwitchhunter.movie/,tt1618442,en,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",13.412445000000002,/xw1GFKzxjgfm3dQoK1swFcHmfaC.jpg,"['Summit Entertainment', 'Atmosphere Entertainment MM', 'One Race Films', 'Goldmann Pictures', 'NeoReel', 'Aperture Entertainment', 'TIK Films']",['United States of America'],10/21/2015,106.0,['English'],Released,Hunt forever.,The Last Witch Hunter,"['new york', 'witch', 'uprising', 'witch hunter']","['Vin Diesel', 'Rose Leslie', 'Elijah Wood']",['Breck Eisner'],146936910,14.552,5.8,2057.0,0,2015,10,21,2,4,new york uprising witch witch hunter,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34,"[{'id': 207632, 'name': 'The ABCs of Death Collection', 'poster_path': '/fzrKAtcg75Je7N0NereOdKePHDM.jpg', 'backdrop_path': None}]",0,['Horror'],,tt2926810,en,ABCs of Death 2,"Taking all that was great from the first installment, ABCs OF DEATH 2 aims to be a wilder, leaner, faster paced and even more entertaining anthology this time around, with a new crop of award-winning, visionary filmmakers from around the globe.",8.254856,/npN4yjO7MLg1ouMUF4VZ87ChiO1.jpg,"['Magnet Releasing', 'Drafthouse Films', 'Timpson Films']","['United States of America', 'New Zealand', 'Canada', 'Israel', 'Japan']",10/2/2014,125.0,"['العربية', 'English', 'Français', 'Deutsch', 'עִבְרִית', '日本語', 'Português']",Released,Some people never learn,ABCs of Death 2,"['anthology', 'woman director', 'mumblegore', 'horror anthology']","['Eric Jacobus', 'Julian Barratt', 'Ian Virgo']","['Rodney Ascher', 'Bill Plympton', 'Erik Matti', 'Lancelot Oduwa Imasuen', 'Kristina Buozyte', 'Bruno Samper', 'Vincenzo Natali', 'Larry Fessenden', 'Julien Maury', 'Alexandre Bustillo', 'E.L. Katz', 'Jen Soska', 'Aharon Keshales', 'Navot Papushado', 'Julian Gilbey', 'Dennison Ramalho', 'Jerome Sable', 'Robert Morgan', 'Sylvia Soska', 'Chris Nash', 'Hajime Ohata', 'S√¥ichi Umezawa', 'Todd Rohal', 'Julian Barratt', 'Alejandro Brugu√©s', 'Jim Hosking', 'Robert Boocheck', 'Marvin Kren', 'Juan Mart√≠nez Moreno', 'Steven Kostanski']",7171,6.584,5.2,142.0,1,2014,10,2,3,4,anthology horror anthology mumblegore woman director,1,0,0,0,0,0,0,0,0,0,7,Deutsch English Français Português עִבְרִית العربية 日本語,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,"[{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}]",140000000,"['Action', 'Comedy', 'Crime', 'Thriller']",,tt0293564,en,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",9.718111,/qgaDWYLrnEPJpc5Lp35WbgX7GfS.jpg,['New Line Cinema'],['United States of America'],8/8/2007,91.0,"['Latin', 'English', 'Français', '日本語', '普通话']",Released,The Rush Is On!,Rush Hour 3,['ambassador'],"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada']",['Brett Ratner'],258022233,9.083,6.2,1343.0,1,2007,8,8,2,1,ambassador,0,0,0,0,0,0,0,0,0,0,5,English Français Latin 日本語 普通话,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,,30000000,"['Action', 'Crime', 'Thriller']",http://www.safethefilm.com/,tt1656190,en,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",8.234382,/eoiqqDHohBCDwFWQOvczUeNoixK.jpg,"['Lawrence Bender Productions', 'IM Global', 'Automatik Entertainment', 'Trigger Street Productions', '87Eleven']",['United States of America'],4/16/2012,94.0,"['English', '普通话', 'Pусский']",Released,She has the code. He is the key.,Safe,['broken trachea'],"['Jason Statham', 'Chris Sarandon', 'James Hong']",['Boaz Yakin'],40346186,12.616,6.3,1158.0,0,2012,4,16,0,1,broken trachea,0,0,0,0,0,0,0,0,0,0,3,English Pусский 普通话,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,,0,"['Comedy', 'Romance']",,tt0199314,en,About Adam,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.",2.100499,/w0WvlhjBRKMKcmaMoca57ofIvCH.jpg,"['Bórd Scannán na hÉireann', 'British Broadcasting Corporation (BBC)', 'Venus Productions']","['Ireland', 'United Kingdom', 'United States of America']",1/28/2000,105.0,['English'],Released,He came. He saw. He conquered. One sister at a time.,About Adam,"['sex', 'waitress', 'sister sister relationship', 'infidelity', 'virgin', 'seduction', 'brother', 'girlfriend', 'marriage', 'engagement', 'love', 'independent film', 'relationship', 'customer']","['Kate Hudson', ""Frances O'Connor"", 'Tommy Tiernan']",['Gerard Stembridge'],151559,3.898,5.3,57.0,0,2000,1,28,4,14,brother customer engagement girlfriend independent film infidelity love marriage relationship seduction sex sister sister relationship virgin waitress,0,1,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",,tt0114069,en,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",13.676444,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],3/10/1995,127.0,"['English', '한국어/조선말', 'Français']",Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,"['river', 'general', 'research', 'army', 'serum', 'monkey', 'epidemic', 'medical research']","['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']",['Wolfgang Petersen'],189859560,9.901,6.4,801.0,0,1995,3,10,4,8,army epidemic general medical research monkey research river serum,0,0,0,0,0,0,0,0,0,0,3,English Français 한국어/조선말,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,,0,['Thriller'],http://www.watchfinal.com/,tt2710368,en,Final: The Rapture,"A gritty, international tale of four separate stories woven together by a common theme: the Rapture.",0.32926,/4VYYvaHtnrQcxQGLaDFRLxCEpyw.jpg,[],[],9/13/2013,90.0,"['English', '日本語', 'Español']",Released,What if you woke up and it finally happened?,Final: The Rapture,[],"['Jah Shams', 'Mary Grace', 'Masashi Nagadoi']",['Timothy A. Chey'],92100,0.0,0.0,0.0,0,2013,9,13,4,0,,0,0,0,0,0,0,0,0,0,0,3,English Español 日本語,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,3800000,"['War', 'Western']",,tt0059418,en,Major Dundee,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",3.055936,/bwLMwKun3RNn9rmcfMfJw11ofNh.jpg,"['Columbia Pictures Corporation', 'Jerry Bresler Productions']",['United States of America'],4/7/1965,123.0,"['English', 'Français', 'Español']",Released,,Major Dundee,"['mexico', 'prisoners of war', 'apache', 'raid', 'confederate']","['Charlton Heston', 'Richard Harris', 'Jim Hutton']",['Sam Peckinpah'],14873,5.586,6.5,56.0,0,1965,4,7,2,5,apache confederate mexico prisoners of war raid,0,0,0,0,0,0,0,0,0,0,3,English Español Français,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,"[{'id': 376970, 'name': 'Cocaine Cowboys', 'poster_path': '/ysCY4Q91US7zEr78raJBc27KPxF.jpg', 'backdrop_path': '/3vT6FzqHeT7onqUAMjKk7FqARRD.jpg'}]",0,"['Action', 'Documentary']",http://www.magpictures.com/profile.aspx?id=9833910c-fd4a-4fcb-a734-b3d252473a03,tt0380268,en,Cocaine Cowboys,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. ""Cocaine Cowboys"" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen.",2.941626,/1Kqwllyvr4n3rLMvH2K17bavxT3.jpg,['Rakontur'],['United States of America'],4/26/2006,118.0,['English'],Released,How Miami became the cocaine capital of the United States!,Cocaine Cowboys,"['cocaine', 'drug dealer']","['Jon Roberts', 'Jorge Ayala']",['Billy Corben'],163000,5.857,7.5,77.0,1,2006,4,26,2,2,cocaine drug dealer,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,,3000000,"['Crime', 'Drama']",,tt0061512,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713000000001,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,"['Warner Bros.', 'Jalem Productions']",['United States of America'],6/22/1967,126.0,['English'],Released,What we've got here is failure to communicate.,Cool Hand Luke,"['prison', 'rebel', 'loss of mother', 'harassment', 'imprisonment', 'dying and death', 'boxing match', 'escape', 'barbed wire', 'punched in the face', 'eggs', 'death']","['Paul Newman', 'George Kennedy', 'Luke Askew']",['Stuart Rosenberg'],16217773,10.433,7.8,593.0,0,1967,6,22,3,12,barbed wire boxing match death dying and death eggs escape harassment imprisonment loss of mother prison punched in the face rebel,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,,25000000,['Comedy'],,tt0156841,en,The Next Best Thing,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",2.9719990000000003,/9GzP7WODLwpwxl8WaVpziI68w2n.jpg,"['Paramount Pictures', 'Lakeshore Entertainment']",['United States of America'],3/3/2000,108.0,"['Français', 'English']",Released,Best Friends Make The Best Mistakes,The Next Best Thing,"['gay', 'parent child relationship', 'custody battle', 'flush', 'yoga', 'single', 'best friend', 'los angeles', 'single father', 'co-parenting']","['Madonna', 'Rupert Everett', 'Benjamin Bratt']",['John Schlesinger'],24362772,3.7510000000000003,4.6,55.0,0,2000,3,3,4,10,best friend co-parenting custody battle flush gay los angeles parent child relationship single single father yoga,0,0,0,0,0,0,0,0,0,0,2,English Français,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
